z,quality
0,-0.000
1,-0.000
2,-0.000
3,-0.000
4,-0.000
5,-0.000
6,-0.000
7,-0.000
8,-0.000
9,-0.000
10,-0.000
11,-0.000
12,-0.000
13,-0.000
14,-0.000
15,-0.000
16,-0.000
17,-0.000
18,-0.000
19,-0.000
20,-0.000
21,0.001
22,5.823E-4
23,5.623E-4
24,5.771E-4
25,6.221E-4
26,7.121E-4
27,8.437E-4
28,0.001
29,0.001
30,0.002
31,0.002
32,0.003
33,0.003
34,0.003
35,0.003
36,0.003
37,0.004
38,0.004
39,0.004
40,0.004
41,0.004
42,0.004
43,0.004
44,0.004
45,0.004
46,0.004
47,0.004
48,0.004
49,0.004
50,0.003
51,0.003
52,0.003
53,0.003
54,0.003
55,0.003
56,0.003
57,0.002
58,0.002
59,0.002
60,0.002
61,0.002
62,0.002
63,0.002
64,0.002
65,0.002
66,0.002
67,0.002
68,0.002
69,0.002
70,0.002
71,0.002
72,0.002
73,0.002
74,0.002
75,0.002
76,0.002
77,0.002
78,0.002
79,0.002
80,0.002
81,0.002
82,0.002
83,0.002
84,0.002
85,0.002
86,0.002
87,0.002
88,0.002
89,0.002
90,0.002
91,0.002
92,0.002
93,0.002
94,0.002
95,0.002
96,0.002
97,0.002
98,0.002
99,0.002
100,0.002
101,0.002
102,0.002
103,0.002
104,0.002
105,0.002
106,0.002
107,0.002
108,0.002
109,0.002
110,0.002
111,0.002
112,0.001
113,0.001
114,0.001
115,0.001
116,0.001
117,0.001
118,0.001
119,0.001
120,0.001
121,0.001
122,0.001
123,0.001
124,0.001
125,0.001
126,0.001
127,0.001
128,0.001
129,0.001
130,0.001
131,0.001
132,0.001
133,0.001
134,0.001
135,0.001
136,0.001
137,0.001
138,0.001
139,0.001
140,0.001
141,0.001
142,0.001
143,0.001
144,0.001
145,0.001
146,0.001
147,0.001
148,0.001
149,0.001
150,0.001
151,0.001
152,0.001
153,0.001
154,0.001
155,0.001
156,0.001
157,0.001
158,0.001
159,0.001
160,0.001
161,0.001
162,0.001
163,0.001
164,0.001
165,0.001
166,0.001
167,0.001
168,0.001
169,0.001
170,0.001
171,0.001
172,0.001
173,0.001
174,0.001
175,0.001
176,0.001
177,0.001
178,0.001
179,0.001
180,0.001
181,0.001
182,0.001
183,0.001
184,0.001
185,0.001
186,0.001
187,0.001
188,0.001
189,0.001
190,0.001
191,0.001
192,0.001
193,0.001
194,0.001
195,0.001
196,0.001
197,0.001
198,0.001
199,0.001
200,0.001
201,0.001
202,0.001
203,0.001
204,0.001
205,0.001
206,0.001
207,0.001
208,0.001
209,0.001
210,0.001
211,0.001
212,0.001
213,0.001
214,0.001
215,0.001
216,0.001
217,0.001
218,0.001
219,0.001
220,0.001
221,0.001
222,0.001
223,0.001
224,0.001
225,0.001
226,0.001
227,0.001
228,0.001
229,0.001
230,0.001
231,0.001
232,0.001
233,0.001
234,0.001
235,0.001
236,0.001
237,0.001
238,0.001
239,0.001
240,0.001
241,0.001
242,0.001
243,0.001
244,0.001
245,0.001
246,0.001
247,0.001
248,0.001
249,0.001
250,0.001
251,0.001
252,0.001
253,0.001
254,0.001
255,0.001
256,0.001
257,0.001
258,0.001
259,0.001
260,0.001
261,0.001
262,0.001
263,0.001
264,0.001
265,0.001
266,0.001
267,0.001
268,0.001
269,0.001
270,0.001
271,0.001
272,0.001
273,0.001
274,0.001
275,0.001
276,0.001
277,0.001
278,0.001
279,0.001
280,0.001
281,0.001
282,0.001
283,0.001
284,0.001
285,0.001
286,0.001
287,0.001
288,0.001
289,0.001
290,0.001
291,0.001
292,0.001
293,0.001
294,0.001
295,0.001
296,0.001
297,0.002
298,0.002
299,0.002
300,0.002
301,0.002
302,0.002
303,0.002
304,0.003
305,0.003
306,0.003
307,0.003
308,0.004
309,0.004
310,0.004
311,0.004
312,0.004
313,0.004
314,0.004
315,0.003
316,0.003
317,0.002
318,0.002
319,0.002
320,0.001
321,9.008E-4
322,7.284E-4
323,6.458E-4
324,6.037E-4
325,5.937E-4
326,5.817E-4
327,5.772E-4
328,5.598E-4
329,5.515E-4
330,5.473E-4
331,5.438E-4
332,5.407E-4
333,5.395E-4
334,5.370E-4
335,5.386E-4
336,5.487E-4
337,5.511E-4
338,5.513E-4
339,5.639E-4
340,5.856E-4
341,5.970E-4
342,6.110E-4
343,6.125E-4
344,6.164E-4
345,6.214E-4
346,6.386E-4
347,6.396E-4
348,6.366E-4
349,6.099E-4
350,6.043E-4
351,5.943E-4
352,5.917E-4
353,0.002
354,-0.000
355,-0.000
356,-0.000
